LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,SUICIDE,TOT,100000PER,A,1966,3.1,
IRL,SUICIDE,TOT,100000PER,A,1967,3.1,
IRL,SUICIDE,TOT,100000PER,A,1968,3,B
IRL,SUICIDE,TOT,100000PER,A,1969,2.3,
IRL,SUICIDE,TOT,100000PER,A,1970,2.2,
IRL,SUICIDE,TOT,100000PER,A,1971,3.5,
IRL,SUICIDE,TOT,100000PER,A,1972,3.8,
IRL,SUICIDE,TOT,100000PER,A,1973,4.3,
IRL,SUICIDE,TOT,100000PER,A,1974,4.8,
IRL,SUICIDE,TOT,100000PER,A,1975,5.8,
IRL,SUICIDE,TOT,100000PER,A,1976,7,
IRL,SUICIDE,TOT,100000PER,A,1977,5.6,
IRL,SUICIDE,TOT,100000PER,A,1978,6,
IRL,SUICIDE,TOT,100000PER,A,1979,6.9,B
IRL,SUICIDE,TOT,100000PER,A,1980,8,
IRL,SUICIDE,TOT,100000PER,A,1981,8,
IRL,SUICIDE,TOT,100000PER,A,1982,8.6,
IRL,SUICIDE,TOT,100000PER,A,1983,9.7,
IRL,SUICIDE,TOT,100000PER,A,1984,8,
IRL,SUICIDE,TOT,100000PER,A,1985,9.3,
IRL,SUICIDE,TOT,100000PER,A,1986,9.5,
IRL,SUICIDE,TOT,100000PER,A,1987,8.4,
IRL,SUICIDE,TOT,100000PER,A,1988,8.9,
IRL,SUICIDE,TOT,100000PER,A,1989,9.4,
IRL,SUICIDE,TOT,100000PER,A,1990,11.1,
IRL,SUICIDE,TOT,100000PER,A,1991,11,
IRL,SUICIDE,TOT,100000PER,A,1992,11.4,
IRL,SUICIDE,TOT,100000PER,A,1993,10.1,
IRL,SUICIDE,TOT,100000PER,A,1994,12.1,
IRL,SUICIDE,TOT,100000PER,A,1995,11.9,
IRL,SUICIDE,TOT,100000PER,A,1996,11.6,
IRL,SUICIDE,TOT,100000PER,A,1997,13.1,
IRL,SUICIDE,TOT,100000PER,A,1998,13.7,
IRL,SUICIDE,TOT,100000PER,A,1999,11.7,
IRL,SUICIDE,TOT,100000PER,A,2000,12.3,
IRL,SUICIDE,TOT,100000PER,A,2001,12.9,
IRL,SUICIDE,TOT,100000PER,A,2002,11.4,
IRL,SUICIDE,TOT,100000PER,A,2003,11.5,
IRL,SUICIDE,TOT,100000PER,A,2004,11.6,
IRL,SUICIDE,TOT,100000PER,A,2005,10.9,
IRL,SUICIDE,TOT,100000PER,A,2006,10.7,
IRL,SUICIDE,TOT,100000PER,A,2007,10.5,B
IRL,SUICIDE,TOT,100000PER,A,2008,11.5,
IRL,SUICIDE,TOT,100000PER,A,2009,11.8,
IRL,SUICIDE,TOT,100000PER,A,2010,10.8,
IRL,SUICIDE,TOT,100000PER,A,2011,12.2,
IRL,SUICIDE,TOT,100000PER,A,2012,12.2,
IRL,SUICIDE,TOT,100000PER,A,2013,11.1,
IRL,SUICIDE,TOT,100000PER,A,2014,10.8,
IRL,SUICIDE,TOT,100000PER,A,2015,9.5,
IRL,SUICIDE,TOT,100000PER,A,2018,9.4,
ITA,SUICIDE,TOT,100000PER,A,1960,7.6,
ITA,SUICIDE,TOT,100000PER,A,1961,6.8,
ITA,SUICIDE,TOT,100000PER,A,1962,6.7,
ITA,SUICIDE,TOT,100000PER,A,1963,6.5,
ITA,SUICIDE,TOT,100000PER,A,1964,6.8,
ITA,SUICIDE,TOT,100000PER,A,1965,6.8,
ITA,SUICIDE,TOT,100000PER,A,1966,6.4,
ITA,SUICIDE,TOT,100000PER,A,1967,6.8,
ITA,SUICIDE,TOT,100000PER,A,1968,6.6,B
ITA,SUICIDE,TOT,100000PER,A,1969,6.6,
ITA,SUICIDE,TOT,100000PER,A,1970,7,
ITA,SUICIDE,TOT,100000PER,A,1971,7,
ITA,SUICIDE,TOT,100000PER,A,1972,7,
ITA,SUICIDE,TOT,100000PER,A,1973,7,
ITA,SUICIDE,TOT,100000PER,A,1974,6.4,
ITA,SUICIDE,TOT,100000PER,A,1975,6.6,
ITA,SUICIDE,TOT,100000PER,A,1976,6.6,
ITA,SUICIDE,TOT,100000PER,A,1977,7.3,
ITA,SUICIDE,TOT,100000PER,A,1978,7.4,
ITA,SUICIDE,TOT,100000PER,A,1979,7.9,B
ITA,SUICIDE,TOT,100000PER,A,1980,8.2,
ITA,SUICIDE,TOT,100000PER,A,1981,7.7,
ITA,SUICIDE,TOT,100000PER,A,1982,8.4,
ITA,SUICIDE,TOT,100000PER,A,1983,8.5,
ITA,SUICIDE,TOT,100000PER,A,1984,8.7,
ITA,SUICIDE,TOT,100000PER,A,1985,9.2,
ITA,SUICIDE,TOT,100000PER,A,1986,8.9,
ITA,SUICIDE,TOT,100000PER,A,1987,8.5,
ITA,SUICIDE,TOT,100000PER,A,1988,8.2,
ITA,SUICIDE,TOT,100000PER,A,1989,7.9,
ITA,SUICIDE,TOT,100000PER,A,1990,7.9,
ITA,SUICIDE,TOT,100000PER,A,1991,8,
ITA,SUICIDE,TOT,100000PER,A,1992,8.1,
ITA,SUICIDE,TOT,100000PER,A,1993,8.3,
ITA,SUICIDE,TOT,100000PER,A,1994,7.9,
ITA,SUICIDE,TOT,100000PER,A,1995,8,
ITA,SUICIDE,TOT,100000PER,A,1996,8.1,
ITA,SUICIDE,TOT,100000PER,A,1997,8,
ITA,SUICIDE,TOT,100000PER,A,1998,7.6,
ITA,SUICIDE,TOT,100000PER,A,1999,6.9,
ITA,SUICIDE,TOT,100000PER,A,2000,6.9,
ITA,SUICIDE,TOT,100000PER,A,2001,6.7,
ITA,SUICIDE,TOT,100000PER,A,2002,6.7,
ITA,SUICIDE,TOT,100000PER,A,2003,6.6,B
ITA,SUICIDE,TOT,100000PER,A,2004,6.4,
ITA,SUICIDE,TOT,100000PER,A,2005,6,
ITA,SUICIDE,TOT,100000PER,A,2006,5.8,
ITA,SUICIDE,TOT,100000PER,A,2007,5.8,
ITA,SUICIDE,TOT,100000PER,A,2008,6,
ITA,SUICIDE,TOT,100000PER,A,2009,6.1,
ITA,SUICIDE,TOT,100000PER,A,2010,6,
ITA,SUICIDE,TOT,100000PER,A,2011,6.4,
ITA,SUICIDE,TOT,100000PER,A,2012,6.5,
ITA,SUICIDE,TOT,100000PER,A,2013,6.5,
ITA,SUICIDE,TOT,100000PER,A,2014,6.2,
ITA,SUICIDE,TOT,100000PER,A,2015,5.9,
ITA,SUICIDE,TOT,100000PER,A,2016,5.7,
ITA,SUICIDE,TOT,100000PER,A,2017,5.8,
JPN,SUICIDE,TOT,100000PER,A,1960,28.6,
JPN,SUICIDE,TOT,100000PER,A,1961,26.7,
JPN,SUICIDE,TOT,100000PER,A,1962,24.4,
JPN,SUICIDE,TOT,100000PER,A,1963,22.8,
JPN,SUICIDE,TOT,100000PER,A,1964,22.1,
JPN,SUICIDE,TOT,100000PER,A,1965,21.8,
JPN,SUICIDE,TOT,100000PER,A,1966,21.8,
JPN,SUICIDE,TOT,100000PER,A,1967,20.4,
JPN,SUICIDE,TOT,100000PER,A,1968,21.5,B
JPN,SUICIDE,TOT,100000PER,A,1969,21.3,
JPN,SUICIDE,TOT,100000PER,A,1970,22.1,
JPN,SUICIDE,TOT,100000PER,A,1971,21.8,
JPN,SUICIDE,TOT,100000PER,A,1972,23.4,
JPN,SUICIDE,TOT,100000PER,A,1973,23.9,
JPN,SUICIDE,TOT,100000PER,A,1974,23.9,
JPN,SUICIDE,TOT,100000PER,A,1975,24,
JPN,SUICIDE,TOT,100000PER,A,1976,23.1,
JPN,SUICIDE,TOT,100000PER,A,1977,23.1,
JPN,SUICIDE,TOT,100000PER,A,1978,22.6,
JPN,SUICIDE,TOT,100000PER,A,1979,22.7,B
JPN,SUICIDE,TOT,100000PER,A,1980,21.9,
JPN,SUICIDE,TOT,100000PER,A,1981,21.2,
JPN,SUICIDE,TOT,100000PER,A,1982,21.3,
JPN,SUICIDE,TOT,100000PER,A,1983,25.2,
JPN,SUICIDE,TOT,100000PER,A,1984,24.3,
JPN,SUICIDE,TOT,100000PER,A,1985,22.9,
JPN,SUICIDE,TOT,100000PER,A,1986,24.7,
JPN,SUICIDE,TOT,100000PER,A,1987,22.5,
JPN,SUICIDE,TOT,100000PER,A,1988,21.3,
JPN,SUICIDE,TOT,100000PER,A,1989,19.5,
JPN,SUICIDE,TOT,100000PER,A,1990,18.2,
JPN,SUICIDE,TOT,100000PER,A,1991,17.6,
JPN,SUICIDE,TOT,100000PER,A,1992,18.1,
JPN,SUICIDE,TOT,100000PER,A,1993,17.4,
JPN,SUICIDE,TOT,100000PER,A,1994,17.4,
JPN,SUICIDE,TOT,100000PER,A,1995,17.5,B
JPN,SUICIDE,TOT,100000PER,A,1996,17.8,
JPN,SUICIDE,TOT,100000PER,A,1997,18.7,
JPN,SUICIDE,TOT,100000PER,A,1998,24.7,
JPN,SUICIDE,TOT,100000PER,A,1999,24.2,
JPN,SUICIDE,TOT,100000PER,A,2000,23,
JPN,SUICIDE,TOT,100000PER,A,2001,22.2,
JPN,SUICIDE,TOT,100000PER,A,2002,22.4,
JPN,SUICIDE,TOT,100000PER,A,2003,24,
JPN,SUICIDE,TOT,100000PER,A,2004,22.5,
JPN,SUICIDE,TOT,100000PER,A,2005,22.7,
JPN,SUICIDE,TOT,100000PER,A,2006,22.2,
JPN,SUICIDE,TOT,100000PER,A,2007,22.7,
JPN,SUICIDE,TOT,100000PER,A,2008,22.3,
JPN,SUICIDE,TOT,100000PER,A,2009,22.8,
JPN,SUICIDE,TOT,100000PER,A,2010,21.7,
JPN,SUICIDE,TOT,100000PER,A,2011,21.4,
JPN,SUICIDE,TOT,100000PER,A,2012,19.5,
JPN,SUICIDE,TOT,100000PER,A,2013,19.2,
JPN,SUICIDE,TOT,100000PER,A,2014,18,
JPN,SUICIDE,TOT,100000PER,A,2015,17,
JPN,SUICIDE,TOT,100000PER,A,2016,15.6,
JPN,SUICIDE,TOT,100000PER,A,2017,15.2,
JPN,SUICIDE,TOT,100000PER,A,2018,15,
JPN,SUICIDE,TOT,100000PER,A,2019,14.6,
KOR,SUICIDE,TOT,100000PER,A,1985,11.5,
KOR,SUICIDE,TOT,100000PER,A,1986,10.6,
KOR,SUICIDE,TOT,100000PER,A,1987,9.9,
KOR,SUICIDE,TOT,100000PER,A,1988,8.6,
KOR,SUICIDE,TOT,100000PER,A,1989,8.8,
KOR,SUICIDE,TOT,100000PER,A,1990,9,
KOR,SUICIDE,TOT,100000PER,A,1991,8.6,
KOR,SUICIDE,TOT,100000PER,A,1992,9.7,
KOR,SUICIDE,TOT,100000PER,A,1993,11.6,
KOR,SUICIDE,TOT,100000PER,A,1994,11.9,
KOR,SUICIDE,TOT,100000PER,A,1995,12.7,B
KOR,SUICIDE,TOT,100000PER,A,1996,15.2,
KOR,SUICIDE,TOT,100000PER,A,1997,16.3,
KOR,SUICIDE,TOT,100000PER,A,1998,22.7,
KOR,SUICIDE,TOT,100000PER,A,1999,18.9,
KOR,SUICIDE,TOT,100000PER,A,2000,17.5,
KOR,SUICIDE,TOT,100000PER,A,2001,18.9,
KOR,SUICIDE,TOT,100000PER,A,2002,23.9,
KOR,SUICIDE,TOT,100000PER,A,2003,29.7,
KOR,SUICIDE,TOT,100000PER,A,2004,31.2,
KOR,SUICIDE,TOT,100000PER,A,2005,31.6,
KOR,SUICIDE,TOT,100000PER,A,2006,27.8,
KOR,SUICIDE,TOT,100000PER,A,2007,30.3,
KOR,SUICIDE,TOT,100000PER,A,2008,30.3,
KOR,SUICIDE,TOT,100000PER,A,2009,35.3,
KOR,SUICIDE,TOT,100000PER,A,2010,35,
KOR,SUICIDE,TOT,100000PER,A,2011,34.7,
KOR,SUICIDE,TOT,100000PER,A,2012,30.3,
KOR,SUICIDE,TOT,100000PER,A,2013,29.8,
KOR,SUICIDE,TOT,100000PER,A,2014,27.6,
KOR,SUICIDE,TOT,100000PER,A,2015,26.8,
KOR,SUICIDE,TOT,100000PER,A,2016,25.5,
KOR,SUICIDE,TOT,100000PER,A,2017,23.8,
KOR,SUICIDE,TOT,100000PER,A,2018,25.5,
KOR,SUICIDE,TOT,100000PER,A,2019,25.4,
KOR,SUICIDE,TOT,100000PER,A,2020,24.1,
LUX,SUICIDE,TOT,100000PER,A,1967,14.5,
LUX,SUICIDE,TOT,100000PER,A,1968,13.1,
LUX,SUICIDE,TOT,100000PER,A,1969,17.1,
LUX,SUICIDE,TOT,100000PER,A,1970,16.2,
LUX,SUICIDE,TOT,100000PER,A,1971,15.3,B
LUX,SUICIDE,TOT,100000PER,A,1972,16.5,
LUX,SUICIDE,TOT,100000PER,A,1973,14.3,
LUX,SUICIDE,TOT,100000PER,A,1974,13.8,
LUX,SUICIDE,TOT,100000PER,A,1975,11.4,
LUX,SUICIDE,TOT,100000PER,A,1976,15.1,
LUX,SUICIDE,TOT,100000PER,A,1977,16.9,
LUX,SUICIDE,TOT,100000PER,A,1978,19.1,
LUX,SUICIDE,TOT,100000PER,A,1979,22.2,B
LUX,SUICIDE,TOT,100000PER,A,1980,14.2,
LUX,SUICIDE,TOT,100000PER,A,1981,17.3,
LUX,SUICIDE,TOT,100000PER,A,1982,22.6,
LUX,SUICIDE,TOT,100000PER,A,1983,23.9,
LUX,SUICIDE,TOT,100000PER,A,1984,18.8,
LUX,SUICIDE,TOT,100000PER,A,1985,16.6,
LUX,SUICIDE,TOT,100000PER,A,1986,14.4,
LUX,SUICIDE,TOT,100000PER,A,1987,20.1,
LUX,SUICIDE,TOT,100000PER,A,1988,18.7,
LUX,SUICIDE,TOT,100000PER,A,1989,19.9,
LUX,SUICIDE,TOT,100000PER,A,1990,18.4,
LUX,SUICIDE,TOT,100000PER,A,1991,20.5,
LUX,SUICIDE,TOT,100000PER,A,1992,15.6,
LUX,SUICIDE,TOT,100000PER,A,1993,16.3,
LUX,SUICIDE,TOT,100000PER,A,1994,19.3,
LUX,SUICIDE,TOT,100000PER,A,1995,15.6,
LUX,SUICIDE,TOT,100000PER,A,1996,18.1,
LUX,SUICIDE,TOT,100000PER,A,1997,20,
LUX,SUICIDE,TOT,100000PER,A,1998,15.2,B
LUX,SUICIDE,TOT,100000PER,A,1999,16.6,
LUX,SUICIDE,TOT,100000PER,A,2000,15,
LUX,SUICIDE,TOT,100000PER,A,2001,17.4,
LUX,SUICIDE,TOT,100000PER,A,2002,20.1,
LUX,SUICIDE,TOT,100000PER,A,2003,11,
LUX,SUICIDE,TOT,100000PER,A,2004,13.8,
LUX,SUICIDE,TOT,100000PER,A,2005,10.7,
LUX,SUICIDE,TOT,100000PER,A,2006,13.8,
LUX,SUICIDE,TOT,100000PER,A,2007,16.6,
LUX,SUICIDE,TOT,100000PER,A,2008,8.7,
LUX,SUICIDE,TOT,100000PER,A,2009,9.6,
LUX,SUICIDE,TOT,100000PER,A,2010,10.5,
LUX,SUICIDE,TOT,100000PER,A,2011,10.7,
LUX,SUICIDE,TOT,100000PER,A,2012,9.6,
LUX,SUICIDE,TOT,100000PER,A,2013,7.6,
LUX,SUICIDE,TOT,100000PER,A,2014,12.2,
LUX,SUICIDE,TOT,100000PER,A,2015,11.5,
LUX,SUICIDE,TOT,100000PER,A,2016,7.5,
LUX,SUICIDE,TOT,100000PER,A,2017,8.7,
LUX,SUICIDE,TOT,100000PER,A,2018,8.2,
LUX,SUICIDE,TOT,100000PER,A,2019,10.9,
MEX,SUICIDE,TOT,100000PER,A,1969,1.1,
MEX,SUICIDE,TOT,100000PER,A,1970,1.9,
MEX,SUICIDE,TOT,100000PER,A,1971,1.1,
MEX,SUICIDE,TOT,100000PER,A,1972,1.2,
MEX,SUICIDE,TOT,100000PER,A,1973,1.1,
MEX,SUICIDE,TOT,100000PER,A,1979,2.6,B
MEX,SUICIDE,TOT,100000PER,A,1980,2.2,
MEX,SUICIDE,TOT,100000PER,A,1981,2.7,
MEX,SUICIDE,TOT,100000PER,A,1982,2.7,
MEX,SUICIDE,TOT,100000PER,A,1983,2.4,
MEX,SUICIDE,TOT,100000PER,A,1984,2,
MEX,SUICIDE,TOT,100000PER,A,1985,3.1,
MEX,SUICIDE,TOT,100000PER,A,1986,3.4,
MEX,SUICIDE,TOT,100000PER,A,1987,3.3,
MEX,SUICIDE,TOT,100000PER,A,1988,3.2,
MEX,SUICIDE,TOT,100000PER,A,1989,3.6,
MEX,SUICIDE,TOT,100000PER,A,1990,3.6,
MEX,SUICIDE,TOT,100000PER,A,1991,3.6,
MEX,SUICIDE,TOT,100000PER,A,1992,3.8,
MEX,SUICIDE,TOT,100000PER,A,1993,3.9,
MEX,SUICIDE,TOT,100000PER,A,1994,4.3,
MEX,SUICIDE,TOT,100000PER,A,1995,4.4,
MEX,SUICIDE,TOT,100000PER,A,1996,4.1,
MEX,SUICIDE,TOT,100000PER,A,1997,4.3,
MEX,SUICIDE,TOT,100000PER,A,1998,4.2,B
MEX,SUICIDE,TOT,100000PER,A,1999,4.1,
MEX,SUICIDE,TOT,100000PER,A,2000,4.4,
MEX,SUICIDE,TOT,100000PER,A,2001,4.6,
MEX,SUICIDE,TOT,100000PER,A,2002,4.4,
MEX,SUICIDE,TOT,100000PER,A,2003,4.7,
MEX,SUICIDE,TOT,100000PER,A,2004,4.7,
MEX,SUICIDE,TOT,100000PER,A,2005,5,
MEX,SUICIDE,TOT,100000PER,A,2006,4.6,
MEX,SUICIDE,TOT,100000PER,A,2007,4.5,
MEX,SUICIDE,TOT,100000PER,A,2008,4.7,
MEX,SUICIDE,TOT,100000PER,A,2009,5,
MEX,SUICIDE,TOT,100000PER,A,2010,4.9,
MEX,SUICIDE,TOT,100000PER,A,2011,5.2,
MEX,SUICIDE,TOT,100000PER,A,2012,4.9,
MEX,SUICIDE,TOT,100000PER,A,2013,5.2,
MEX,SUICIDE,TOT,100000PER,A,2014,5.6,
MEX,SUICIDE,TOT,100000PER,A,2015,5.5,
MEX,SUICIDE,TOT,100000PER,A,2016,5.4,
MEX,SUICIDE,TOT,100000PER,A,2017,5.5,
MEX,SUICIDE,TOT,100000PER,A,2018,5.5,
MEX,SUICIDE,TOT,100000PER,A,2019,5.7,
MEX,SUICIDE,TOT,100000PER,A,2020,6.3,
NLD,SUICIDE,TOT,100000PER,A,1960,9.3,
NLD,SUICIDE,TOT,100000PER,A,1961,9.2,
NLD,SUICIDE,TOT,100000PER,A,1962,9.1,
NLD,SUICIDE,TOT,100000PER,A,1963,8.6,
NLD,SUICIDE,TOT,100000PER,A,1964,8.9,
NLD,SUICIDE,TOT,100000PER,A,1965,9.7,
NLD,SUICIDE,TOT,100000PER,A,1966,9.6,
NLD,SUICIDE,TOT,100000PER,A,1967,8.3,
NLD,SUICIDE,TOT,100000PER,A,1968,8.4,
NLD,SUICIDE,TOT,100000PER,A,1969,9.6,B
NLD,SUICIDE,TOT,100000PER,A,1970,10.6,
NLD,SUICIDE,TOT,100000PER,A,1971,10.7,
NLD,SUICIDE,TOT,100000PER,A,1972,10.6,
NLD,SUICIDE,TOT,100000PER,A,1973,10.8,
NLD,SUICIDE,TOT,100000PER,A,1974,11.5,
NLD,SUICIDE,TOT,100000PER,A,1975,10.9,
NLD,SUICIDE,TOT,100000PER,A,1976,11.6,
NLD,SUICIDE,TOT,100000PER,A,1977,11.1,
NLD,SUICIDE,TOT,100000PER,A,1978,11.5,
NLD,SUICIDE,TOT,100000PER,A,1979,12.5,B
NLD,SUICIDE,TOT,100000PER,A,1980,11.8,
NLD,SUICIDE,TOT,100000PER,A,1981,11.7,
NLD,SUICIDE,TOT,100000PER,A,1982,12.4,
NLD,SUICIDE,TOT,100000PER,A,1983,13.8,
NLD,SUICIDE,TOT,100000PER,A,1984,13.9,
NLD,SUICIDE,TOT,100000PER,A,1985,12.4,
NLD,SUICIDE,TOT,100000PER,A,1986,12.1,
NLD,SUICIDE,TOT,100000PER,A,1987,12,
NLD,SUICIDE,TOT,100000PER,A,1988,11.2,
NLD,SUICIDE,TOT,100000PER,A,1989,10.9,
NLD,SUICIDE,TOT,100000PER,A,1990,10.3,
NLD,SUICIDE,TOT,100000PER,A,1991,11.3,
NLD,SUICIDE,TOT,100000PER,A,1992,11,
NLD,SUICIDE,TOT,100000PER,A,1993,10.5,
NLD,SUICIDE,TOT,100000PER,A,1994,10.6,
NLD,SUICIDE,TOT,100000PER,A,1995,10,
NLD,SUICIDE,TOT,100000PER,A,1996,10.4,B
NLD,SUICIDE,TOT,100000PER,A,1997,10.3,
NLD,SUICIDE,TOT,100000PER,A,1998,9.9,
NLD,SUICIDE,TOT,100000PER,A,1999,9.8,
NLD,SUICIDE,TOT,100000PER,A,2000,9.6,
NLD,SUICIDE,TOT,100000PER,A,2001,9.3,
NLD,SUICIDE,TOT,100000PER,A,2002,9.8,
NLD,SUICIDE,TOT,100000PER,A,2003,9.4,
NLD,SUICIDE,TOT,100000PER,A,2004,9.3,
NLD,SUICIDE,TOT,100000PER,A,2005,9.6,
NLD,SUICIDE,TOT,100000PER,A,2006,9.3,
NLD,SUICIDE,TOT,100000PER,A,2007,8.2,
NLD,SUICIDE,TOT,100000PER,A,2008,8.6,
NLD,SUICIDE,TOT,100000PER,A,2009,9.1,
NLD,SUICIDE,TOT,100000PER,A,2010,9.4,
NLD,SUICIDE,TOT,100000PER,A,2011,9.7,
NLD,SUICIDE,TOT,100000PER,A,2012,10.3,
NLD,SUICIDE,TOT,100000PER,A,2013,10.8,
NLD,SUICIDE,TOT,100000PER,A,2014,10.6,
NLD,SUICIDE,TOT,100000PER,A,2015,10.7,
NLD,SUICIDE,TOT,100000PER,A,2016,10.8,
NLD,SUICIDE,TOT,100000PER,A,2017,10.8,
NLD,SUICIDE,TOT,100000PER,A,2018,10.2,
NLD,SUICIDE,TOT,100000PER,A,2019,10,
NLD,SUICIDE,TOT,100000PER,A,2020,10,
NZL,SUICIDE,TOT,100000PER,A,1960,12.8,
NZL,SUICIDE,TOT,100000PER,A,1961,11.1,
NZL,SUICIDE,TOT,100000PER,A,1962,11.3,
NZL,SUICIDE,TOT,100000PER,A,1963,13,
NZL,SUICIDE,TOT,100000PER,A,1964,10.8,
NZL,SUICIDE,TOT,100000PER,A,1965,12.5,
NZL,SUICIDE,TOT,100000PER,A,1966,12.4,
NZL,SUICIDE,TOT,100000PER,A,1967,13.7,
NZL,SUICIDE,TOT,100000PER,A,1968,12.7,B
NZL,SUICIDE,TOT,100000PER,A,1969,13.2,
NZL,SUICIDE,TOT,100000PER,A,1970,12.6,
NZL,SUICIDE,TOT,100000PER,A,1971,10.7,
NZL,SUICIDE,TOT,100000PER,A,1972,11.5,
NZL,SUICIDE,TOT,100000PER,A,1973,11.5,
NZL,SUICIDE,TOT,100000PER,A,1974,11.7,
NZL,SUICIDE,TOT,100000PER,A,1975,12.2,
NZL,SUICIDE,TOT,100000PER,A,1976,11.8,
NZL,SUICIDE,TOT,100000PER,A,1977,14.4,
NZL,SUICIDE,TOT,100000PER,A,1978,12.8,
NZL,SUICIDE,TOT,100000PER,A,1979,11.9,B
NZL,SUICIDE,TOT,100000PER,A,1980,12.7,
NZL,SUICIDE,TOT,100000PER,A,1981,12.1,
NZL,SUICIDE,TOT,100000PER,A,1982,13.6,
NZL,SUICIDE,TOT,100000PER,A,1983,12.5,
NZL,SUICIDE,TOT,100000PER,A,1984,13.7,
NZL,SUICIDE,TOT,100000PER,A,1985,11.6,
NZL,SUICIDE,TOT,100000PER,A,1986,14,
NZL,SUICIDE,TOT,100000PER,A,1987,15.2,
NZL,SUICIDE,TOT,100000PER,A,1988,15.5,
NZL,SUICIDE,TOT,100000PER,A,1989,14.5,
NZL,SUICIDE,TOT,100000PER,A,1990,14.1,
NZL,SUICIDE,TOT,100000PER,A,1991,13.8,
NZL,SUICIDE,TOT,100000PER,A,1992,14.6,
NZL,SUICIDE,TOT,100000PER,A,1993,12.6,
NZL,SUICIDE,TOT,100000PER,A,1994,14.8,
NZL,SUICIDE,TOT,100000PER,A,1995,15.2,
NZL,SUICIDE,TOT,100000PER,A,1996,14.7,
NZL,SUICIDE,TOT,100000PER,A,1997,15.1,
NZL,SUICIDE,TOT,100000PER,A,1998,15.5,
NZL,SUICIDE,TOT,100000PER,A,1999,13.7,
NZL,SUICIDE,TOT,100000PER,A,2000,12.3,B
NZL,SUICIDE,TOT,100000PER,A,2001,13.5,
NZL,SUICIDE,TOT,100000PER,A,2002,12.3,
NZL,SUICIDE,TOT,100000PER,A,2003,13.3,
NZL,SUICIDE,TOT,100000PER,A,2004,12.4,
NZL,SUICIDE,TOT,100000PER,A,2005,12.7,
NZL,SUICIDE,TOT,100000PER,A,2006,12.7,
NZL,SUICIDE,TOT,100000PER,A,2007,11.9,
NZL,SUICIDE,TOT,100000PER,A,2008,12.4,
NZL,SUICIDE,TOT,100000PER,A,2009,12,
NZL,SUICIDE,TOT,100000PER,A,2010,12.4,
NZL,SUICIDE,TOT,100000PER,A,2011,11.2,
NZL,SUICIDE,TOT,100000PER,A,2012,12.4,
NZL,SUICIDE,TOT,100000PER,A,2013,11.8,
NZL,SUICIDE,TOT,100000PER,A,2014,11.5,
NZL,SUICIDE,TOT,100000PER,A,2015,11.8,
NZL,SUICIDE,TOT,100000PER,A,2016,12.1,
NOR,SUICIDE,TOT,100000PER,A,1960,7.1,
NOR,SUICIDE,TOT,100000PER,A,1961,7.5,
NOR,SUICIDE,TOT,100000PER,A,1962,8.8,
NOR,SUICIDE,TOT,100000PER,A,1963,9.1,
NOR,SUICIDE,TOT,100000PER,A,1964,8.3,
NOR,SUICIDE,TOT,100000PER,A,1965,8.7,
NOR,SUICIDE,TOT,100000PER,A,1966,7.8,
NOR,SUICIDE,TOT,100000PER,A,1967,7.7,
NOR,SUICIDE,TOT,100000PER,A,1968,9,
NOR,SUICIDE,TOT,100000PER,A,1969,9.1,B
NOR,SUICIDE,TOT,100000PER,A,1970,9.4,
NOR,SUICIDE,TOT,100000PER,A,1971,9.1,
NOR,SUICIDE,TOT,100000PER,A,1972,10,
NOR,SUICIDE,TOT,100000PER,A,1973,9.6,
NOR,SUICIDE,TOT,100000PER,A,1974,11.5,
NOR,SUICIDE,TOT,100000PER,A,1975,10.9,
NOR,SUICIDE,TOT,100000PER,A,1976,11.8,
NOR,SUICIDE,TOT,100000PER,A,1977,12.5,
NOR,SUICIDE,TOT,100000PER,A,1978,12.6,
NOR,SUICIDE,TOT,100000PER,A,1979,13.3,
NOR,SUICIDE,TOT,100000PER,A,1980,13.4,
NOR,SUICIDE,TOT,100000PER,A,1981,13.8,
NOR,SUICIDE,TOT,100000PER,A,1982,15.1,
NOR,SUICIDE,TOT,100000PER,A,1983,15.9,
NOR,SUICIDE,TOT,100000PER,A,1984,15.3,
NOR,SUICIDE,TOT,100000PER,A,1985,14.8,
NOR,SUICIDE,TOT,100000PER,A,1986,14.7,B
NOR,SUICIDE,TOT,100000PER,A,1987,16.3,
NOR,SUICIDE,TOT,100000PER,A,1988,17.5,
NOR,SUICIDE,TOT,100000PER,A,1989,16.1,
NOR,SUICIDE,TOT,100000PER,A,1990,16,
NOR,SUICIDE,TOT,100000PER,A,1991,16.5,
NOR,SUICIDE,TOT,100000PER,A,1992,14.7,
NOR,SUICIDE,TOT,100000PER,A,1993,13.9,
NOR,SUICIDE,TOT,100000PER,A,1994,12.6,
NOR,SUICIDE,TOT,100000PER,A,1995,12.9,
NOR,SUICIDE,TOT,100000PER,A,1996,12,B
NOR,SUICIDE,TOT,100000PER,A,1997,12.6,
NOR,SUICIDE,TOT,100000PER,A,1998,12.7,
NOR,SUICIDE,TOT,100000PER,A,1999,13.5,
NOR,SUICIDE,TOT,100000PER,A,2000,12.4,
NOR,SUICIDE,TOT,100000PER,A,2001,12.6,
NOR,SUICIDE,TOT,100000PER,A,2002,11.2,
NOR,SUICIDE,TOT,100000PER,A,2003,11.3,
